datetime,open,high,low,close,volume,ema-50,tema-50,dema-50,zlema-50,hma-50,macd,rsi-14,stochrsi-14,cci-20,mfi-14,mass-10,mom-10,sma-50,vwma-50,wma-50,kama-50,trima-50,bbands-sma-20-2,atr-14,ultosc-7-14-28,obv,ao
1444176000.0,240.85,249.0,240.68,247.09,536943.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",0.0,0.0,0.0,0.0,12.9083412927815,10.140000000000015,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",0.0,0.0,-482932.0,0.0
1444262400.0,247.09,247.8,243.43,243.43,428099.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",0.0,0.0,0.0,0.0,12.970130522583972,3.1200000000000045,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",0.0,0.0,54011.0,0.0
1444348800.0,243.43,245.73,243.0,243.19,393019.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",65.21164021164027,0.44092701912411075,0.0,49.818613764658245,12.941101976782559,7.400000000000006,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",4.169999999999997,0.0,-374088.0,0.0
1444435200.0,243.19,244.91,242.99,244.4,466508.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",67.0870234886408,0.5118758928311734,0.0,56.582171287435756,13.059543172941739,9.449999999999989,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",4.009285714285711,0.0,-767107.0,0.0
1444521600.0,244.4,246.08,243.77,246.0,300969.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",69.44824410060426,0.6419656561577503,0.0,64.79404551077951,12.856818093764034,10.030000000000001,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",3.887908163265303,0.0,-300599.0,0.0
1444608000.0,246.0,248.56,245.18,248.13,657289.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",65.30303987017375,0.6509153819782337,0.0,53.26168089282214,12.550362617466519,8.379999999999995,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",3.8516290087463525,0.0,370.0,0.0
1444694400.0,248.13,248.41,245.7,246.38,710444.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",70.11153346414096,0.667466915506798,0.0,66.7930987045453,12.233999862881877,11.090000000000003,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",3.770084079550185,0.0,657659.0,0.0
1444780800.0,246.38,251.49,244.47,250.76,1284157.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",72.50953897142503,0.839580935361821,0.0,75.53554994999998,12.096370904478894,14.73999999999998,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",4.0022209310108865,0.0,-52785.0,0.0
1444867200.0,250.76,255.55,249.99,253.32,1196167.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",73.86781401706797,1.0,209.75150925370042,83.75994703910901,12.260086944313136,14.01000000000002,0.0,0.0,0.0,0.0,0.0,"[230.80819515326633, 242.70899999999997, 254.60980484673362]",4.113490864510109,0.0,1231372.0,0.0
1444953600.0,253.32,257.18,253.04,254.86,3508869.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",80.08220604606223,1.0,265.16837692740694,88.92597319593575,12.494836167365412,16.799999999999983,0.0,0.0,0.0,0.0,0.0,"[229.71150270452384, 244.178, 258.6444972954762]",4.115384374187959,0.0,2427539.0,0.0
1445040000.0,254.86,267.55,254.88,263.89,4632494.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",84.48982671488791,1.0,272.05041827001236,93.56986156257089,12.598184478548387,30.480000000000018,0.0,0.0,0.0,0.0,0.0,"[227.6114637115544, 246.20899999999997, 264.80653628844556]",4.727856918888819,0.0,5936408.0,0.0
1445126400.0,263.89,278.51,263.0,273.91,9988015.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",70.58882152015259,0.2593830040635073,165.7355038826231,82.88573189590375,12.993991480702322,22.439999999999998,0.0,0.0,0.0,0.0,0.0,"[227.30698999009098, 247.487, 267.667010009909]",5.498009996111046,0.0,10568902.0,0.0
1445212800.0,273.91,275.05,262.0,265.63,3216612.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",70.16838960741485,0.4340726391333274,94.85789523144116,76.38492395231974,13.602158143536114,20.950000000000017,0.0,0.0,0.0,0.0,0.0,"[227.9040833612757, 248.9045, 269.90491663872433]",6.037437853531686,0.0,20556917.0,0.0
1445299200.0,265.63,270.69,261.55,265.35,2241882.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",74.03467194008472,0.763394643038125,86.44328721813427,78.12466208764046,14.532205995893728,25.850000000000023,0.0,0.0,0.0,0.0,0.0,"[228.2345036995773, 250.66950000000003, 273.10449630042274]",6.259049435422279,0.0,17340305.0,0.0
1445385600.0,265.35,274.49,264.68,271.85,2770928.0,0.0,0.0,0.0,0.0,0.0,"[7.828036714055344, 7.7226586872431024, 0.10537802681224129]",68.88706785575913,0.9752044521046693,66.09610555201516,72.50970786407602,15.215640187878481,20.24000000000001,0.0,0.0,0.0,0.0,0.0,"[229.26511606626732, 252.183, 275.10088393373263]",6.5126887614635445,0.0,15098423.0,0.0
1445472000.0,271.85,273.45,263.88,268.37,2806074.0,0.0,0.0,0.0,0.0,0.0,"[8.48328814299856, 7.874784578394194, 0.6085035646043666]",73.71191352063592,0.9760525893803683,61.39405651598367,75.02736169764643,15.478516421969072,30.519999999999982,0.0,0.0,0.0,0.0,0.0,"[229.7958849254718, 254.128, 278.4601150745282]",6.731068135644719,0.0,17869351.0,0.0
1445558400.0,268.37,280.0,267.65,276.9,2263003.0,0.0,0.0,0.0,0.0,0.0,"[9.120542587396471, 8.123936180194649, 0.9966064072018224]",75.12429351687322,0.2321987147255944,14.944346169952562,76.07027118585765,15.496647024868688,29.04000000000002,0.0,0.0,0.0,0.0,0.0,"[230.32846932885573, 256.1345, 281.94053067114424]",7.132420411670098,58.47531045939454,15063277.0,0.0
1445644800.0,276.9,282.38,275.47,279.8,1898945.0,0.0,0.0,0.0,0.0,0.0,"[9.938227790196095, 8.486794502194938, 1.451433288001157]",77.62029807649957,0.0,-36.09312993224982,77.65500501853063,15.333761011544123,32.06999999999999,0.0,0.0,0.0,0.0,0.0,"[231.02351151576732, 258.475, 285.9264884842327]",7.1165332394079455,58.947393889897675,17326280.0,0.0
1445731200.0,279.8,286.9,278.35,285.39,2753916.0,0.0,0.0,0.0,0.0,0.0,"[10.499327718257632, 8.889301145407476, 1.6100265728501562]",77.79201455813582,0.055470499189115216,-19.532085764491292,80.36988176708742,14.872806464280487,30.930000000000007,0.0,0.0,0.0,0.0,0.0,"[232.0779447005124, 260.722, 289.3660552994875]",7.218923722307375,54.5347819523457,19225225.0,0.0
1445817600.0,285.39,299.51,282.9,285.79,5663816.0,0.0,0.0,0.0,0.0,0.0,"[11.087125099865602, 9.3288659362991, 1.7582591635665015]",79.30139318485818,0.0,-21.29888805916595,75.06626157341006,14.440123116776727,25.430000000000007,0.0,0.0,0.0,0.0,0.0,"[232.35316189491786, 262.83349999999996, 293.313838105082]",7.889714884999706,57.711622875150205,21979141.0,0.0
1445904000.0,285.79,292.29,281.01,289.32,3596017.0,0.0,0.0,0.0,0.0,0.0,"[11.963800633781375, 9.855852875795556, 2.1079477579858192]",81.98684673293141,0.08953548220261971,-27.384412809619423,76.95167280957268,14.101286053782296,22.599999999999966,0.0,0.0,0.0,0.0,0.0,"[233.04681081188045, 265.48749999999995, 297.92818918811946]",8.131878107499729,55.45279457155776,27642957.0,0.0
1445990400.0,289.32,305.32,286.89,296.51,4671955.0,0.0,0.0,0.0,0.0,0.0,"[13.304494015192631, 10.545581103674971, 2.75891291151766]",85.03461241328047,0.0,-56.572643715203924,78.46123651311802,13.5379509417092,41.360000000000014,0.0,0.0,0.0,0.0,0.0,"[233.22683406831257, 268.67749999999995, 304.1281659316873]",8.86745824267832,58.4686141406915,31238974.0,0.0
1446076800.0,296.51,310.36,296.6,306.99,4231430.0,0.0,0.0,0.0,0.0,0.0,"[14.929688628656265, 11.42240260867123, 3.5072860199850346]",87.17712772715598,0.0,-54.444773316527076,79.64544738448237,12.718576802458,51.25,0.0,0.0,0.0,0.0,0.0,"[232.9675926374439, 272.2875, 311.60740736255616]",9.223354082487013,59.322410489260214,35910929.0,36.04300000000006
1446163200.0,306.99,322.0,303.14,316.6,5642264.0,0.0,0.0,0.0,0.0,0.0,"[17.269538896419704, 12.591829866220925, 4.677709030198779]",89.84819281048476,0.13025146971212662,-39.53030617239469,81.09143893254553,11.39150103569826,61.14999999999998,0.0,0.0,0.0,0.0,0.0,"[231.14728000712628, 276.6375, 322.1277199928737]",9.911685933737942,66.32986662851233,40142359.0,39.82111764705883
1446249600.0,316.6,336.81,300.0,333.0,7526523.0,0.0,0.0,0.0,0.0,0.0,"[17.769713856863973, 13.627406664349534, 4.142307192514439]",74.32402741506641,0.13439073003429924,-46.65999634207996,68.61781504569466,10.318714388270186,49.360000000000014,0.0,0.0,0.0,0.0,0.0,"[233.25491668452267, 280.1175, 326.9800833154774]",11.832994081328088,59.67858403545721,45784623.0,42.7825882352941
1446336000.0,333.0,338.7,307.53,317.73,5842767.0,0.0,0.0,0.0,0.0,0.0,"[18.986817138623564, 14.69928875920434, 4.287528379419225]",77.98571868406033,0.10319144615861178,-59.72126725360176,73.87358742028938,9.567940547864133,54.48000000000002,0.0,0.0,0.0,0.0,0.0,"[235.15594937415622, 284.3675, 333.57905062584376]",13.214208789804655,65.55775522337065,53311146.0,47.451470588235395
1446422400.0,317.73,335.0,314.0,331.38,2599899.0,0.0,0.0,0.0,0.0,0.0,"[22.77516290109753, 16.314463587582978, 6.460699313514553]",84.88867835824944,0.025343042651205492,-80.28875260404826,78.5672803301596,9.052660241048045,92.18,0.0,0.0,0.0,0.0,0.0,"[230.5608872949648, 290.4285, 350.29611270503517]",13.770336733390037,69.93294930249266,47468379.0,50.58767647058829
1446508800.0,331.38,380.0,326.95,371.98,3855966.0,0.0,0.0,0.0,0.0,0.0,"[29.249029174205305, 18.90137670490744, 10.347652469297863]",89.32845023272985,0.0976089987110323,-66.40082830244866,80.55416746622073,8.646476041384265,136.61,0.0,0.0,0.0,0.0,0.0,"[218.32427680753028, 298.8625, 379.40072319246974]",16.576026966719322,72.13607832584145,50068278.0,57.20961764705885
1446595200.0,371.98,440.0,365.18,422.0,6102534.0,0.0,0.0,0.0,0.0,0.0,"[34.160054953226506, 21.953112354571253, 12.206942598655253]",89.46177070445769,0.12437458269996052,-64.3490085849612,85.93721935278938,8.303253740226472,138.20999999999998,0.0,0.0,0.0,0.0,0.0,"[212.74171836498846, 307.31950000000006, 401.89728163501167]",20.7363107548108,53.48245343743755,53924244.0,70.33979411764716
1446681600.0,422.0,558.0,382.0,424.0,5738641.0,0.0,0.0,0.0,0.0,0.0,"[35.9870483537581, 24.759899554408623, 11.227148799349475]",77.9287186670701,0.1704390249849759,-58.55200904705847,79.22259568997177,7.952487051972266,112.68,0.0,0.0,0.0,0.0,0.0,"[213.37923568637112, 314.225, 415.07076431362896]",31.82657427232431,48.29563005480811,60026778.0,93.80820588235298
1446768000.0,424.0,472.73,375.0,402.0,3820602.0,0.0,0.0,0.0,0.0,0.0,"[35.1894176209463, 26.84580316771616, 8.343614453230142]",67.53420122954094,0.1075996802630982,-72.19802887921144,74.20957666656182,7.62182599965254,81.10000000000002,0.0,0.0,0.0,0.0,0.0,"[216.7415867464582, 319.41, 422.07841325354184]",36.533961824301144,45.55695271497445,65765419.0,108.4927647058824
1446854400.0,402.0,408.32,359.0,377.61,3353266.0,0.0,0.0,0.0,0.0,0.0,"[34.67114950903738, 28.4108724359804, 6.260277073056976]",68.77196948143761,0.047361852047727866,-49.80021869130167,74.21002822199641,7.316161798341148,77.34999999999997,0.0,0.0,0.0,0.0,0.0,"[222.0759220062851, 325.3455, 428.6150779937149]",37.44725026542249,45.947711838389516,61944817.0,116.07785294117656
1446940800.0,377.61,394.99,373.91,384.34,2032334.0,0.0,0.0,0.0,0.0,0.0,"[32.94811077407235, 29.31832010359879, 3.6297906704735574]",63.957076597675936,0.1558081807570898,59.7832134501183,69.72242318085087,7.103060368912285,55.39999999999998,0.0,0.0,0.0,0.0,0.0,"[229.35524843846747, 330.678, 432.0007515615325]",36.27816096074945,44.06098222229644,58591551.0,117.99829411764705
1447027200.0,384.34,394.82,365.0,372.0,1938629.0,0.0,0.0,0.0,0.0,0.0,"[32.0664553224978, 29.867947147378594, 2.1985081751192084]",66.27525017255384,0.10130470109337933,112.43369390653993,74.21964149809497,6.948855526090186,50.25,0.0,0.0,0.0,0.0,0.0,"[236.23391747158774, 336.248, 436.26208252841224]",35.81686374926735,42.48984897766594,60623885.0,109.32699999999994
1447113600.0,372.0,395.21,361.32,383.25,2043266.0,0.0,0.0,0.0,0.0,0.0,"[27.727506101319193, 29.439858938166715, -1.712352836847522]",52.19881058812146,0.27472572651508625,117.82511231378425,68.76093539023178,6.911634227602565,21.71999999999997,0.0,0.0,0.0,0.0,0.0,"[244.76064571671873, 339.80199999999996, 434.8433542832812]",35.67923062431968,36.83058487377637,58685256.0,87.0557352941176
1447200000.0,383.25,385.96,326.88,339.45,3018387.0,0.0,0.0,0.0,0.0,0.0,"[22.132822832527665, 27.978451717038904, -5.845628884511239]",46.181644961502634,0.03798408917451421,211.0876195823866,62.720620163693475,7.166136105256189,-16.879999999999995,0.0,0.0,0.0,0.0,0.0,"[250.27397330649742, 341.682, 433.09002669350264]",37.35071415115399,38.231307995179044,60728522.0,70.30776470588228
1447286400.0,339.45,344.0,301.09,314.5,3906724.0,0.0,0.0,0.0,0.0,0.0,"[19.266258855574335, 26.23601314474599, -6.969754289171654]",51.86927699608746,0.6877082347425348,214.05721241631215,61.73226707983622,7.439392366070853,-33.73000000000002,0.0,0.0,0.0,0.0,0.0,"[257.66922143600067, 344.6045, 431.5397785639993]",37.74780599750013,42.2630883677452,57710135.0,55.78535294117643
1447372800.0,314.5,349.84,313.7,338.25,3688177.0,0.0,0.0,0.0,0.0,0.0,"[16.837677516569613, 24.356346019110713, -7.5186685025411]",51.99809265607463,1.0,114.00394824584849,58.06248897850558,7.687278262622927,-83.19,0.0,0.0,0.0,0.0,0.0,"[264.6035607521501, 347.27549999999997, 429.94743924784984]",37.6329627119644,43.4510867625822,53803411.0,42.6664117647058
1447459200.0,338.25,344.75,325.21,338.81,1939377.0,235.2,392.7919632469616,446.39254564207505,265.63,374.91937545787516,"[14.35028156671575, 22.35513312863172, -8.00485156191597]",50.64778372684473,1.0,71.548575866305,62.53069090842376,8.039390475952178,-90.37,289.7196,317.0667044776923,316.90735686274513,338.81,283.5359384615385,"[271.61040887433705, 349.6675, 427.724591125663]",36.34060823253837,42.45877839509006,57491588.0,31.031735294117595
1447545600.0,338.81,345.03,329.31,333.63,1637971.0,235.17294117647057,397.62798129382514,447.1893189109545,266.8013725490196,371.69725671191526,"[11.243125833517581, 20.132731669608894, -8.889605836091313]",47.27849503415588,0.9387209093391445,82.19350013319463,58.71099918792863,8.321563330088415,-81.57,291.6882,317.4024590830667,318.6293333333334,338.606235699509,286.9689230769231,"[276.8870511999743, 351.223, 425.55894880002575]",34.867707644499916,42.682648870854386,59430965.0,20.156852941176453
1447632000.0,333.63,335.08,314.5,320.43,1621865.0,235.09910034602075,402.19655557676856,447.50546475598946,268.46367166474437,368.22307806507195,"[9.545139472663493, 18.015213230219814, -8.470073757556321]",50.40617469936005,1.0,65.22587925360558,56.40365647508442,8.768429551840846,-45.56,293.40659999999997,317.6073897566864,319.75646274509813,338.0295730598182,290.4256153846154,"[282.3740792626385, 353.0, 423.6259207373615]",33.84715709846421,42.68222961755946,57792994.0,11.5445294117647
1447718400.0,320.43,334.77,314.1,332.05,1502612.0,235.29403758735327,406.33611934265116,447.9630596483019,269.83568454063675,364.45134477483276,"[8.428964877374483, 16.097963559650747, -7.668998682276264]",51.56459253998449,1.0,131.6719381784903,50.253907627751204,9.189315124359803,-47.94,295.38179999999994,317.87905429910955,321.2718901960785,337.80872856328006,293.91506153846154,"[286.5654252338236, 354.4705, 422.37557476617644]",32.90593159143105,45.93700269076537,56171129.0,9.673852941176392
1447804800.0,332.05,342.69,331.15,336.4,1530487.0,235.36093807412374,407.99006922487695,448.3821419619693,271.5570302449255,360.3733246067655,"[7.46404674695799, 14.371180197112196, -6.907133450154205]",51.59258525000572,0.5960535420339363,148.448384291565,37.5715852297227,9.550902078755325,-35.5,297.30839999999995,318.2847803702835,322.88044705882356,337.75803830477633,297.42449230769233,"[289.2469837149001, 355.4655, 421.6840162850999]",31.379793620614546,51.93039547334308,57673741.0,8.228852941176399
1447891200.0,336.4,339.69,328.77,336.5,1208577.0,235.40756795356987,410.01252381131155,448.44864256453286,273.55871533335977,355.9583002154705,"[5.882659341014744, 12.673476025892706, -6.790816684877962]",48.612356656887265,0.5071463295426198,133.39410159031902,41.78270927108175,9.847652058372146,-56.60000000000002,299.29839999999996,318.67891477637943,324.41737254901966,337.710375368588,300.95143076923074,"[288.44256136115905, 355.14799999999997, 421.8534386388409]",29.91837979057065,48.12447833981695,59204228.0,5.751794117647023
1447977600.0,336.5,336.84,324.85,326.65,1209300.0,235.5131535240181,411.8635365452275,450.9633497450391,275.9379813987182,351.6203943115705,"[4.231113575505503, 10.985003535815265, -6.7538899603097615]",47.251564569125954,0.5477512790774148,164.66451087407185,44.62975277763075,10.1581674946878,-17.360000000000014,301.1003999999999,318.933731934336,325.4899843137256,337.3520435195241,304.4667846153846,"[289.12424295808455, 355.366, 421.6077570419154]",28.637781234101315,48.54678445590058,60412805.0,2.438852941176492
1448064000.0,326.65,327.37,309.99,322.09,1878107.0,235.61067691523306,414.6426318839579,452.72422577018926,278.19453114778804,348.1167213316093,"[3.3462356896494043, 9.457249966582093, -6.111014276932689]",49.3123930342877,0.5814494324011888,162.36119688128147,42.20602933470916,10.170055048490251,13.740000000000009,302.7801999999999,319.08617337417843,326.313105882353,336.9032693867796,307.9568,"[288.72614419491265, 355.209, 421.69185580508736]",27.83365400309408,52.440780698038076,59203505.0,-0.19270588235292507
1448150400.0,322.09,330.62,319.67,328.24,1113793.0,235.76986605581214,416.9713826983107,454.07950698253245,280.64337306356106,345.54768937728903,"[2.36385530038649, 8.038571033342972, -5.674715732956482]",48.217221631296546,1.0,137.16873333315667,44.2220841637242,10.203672785166836,-13.329999999999984,304.5849999999999,319.24155032745966,327.31152941176475,336.6288280296405,311.4168307692308,"[285.58747024053457, 352.856, 420.1245297594654]",26.627678717158787,56.87857103200018,57325398.0,-1.7160000000000082
1448236800.0,328.24,328.6,319.81,324.92,912601.0,235.88006738695677,419.3267281897084,455.36274887522984,283.49461333557826,343.74055625942646,"[1.4816153471991242, 6.727179896114203, -5.245564548915079]",47.834715159837096,0.9051294850472056,179.9783586819332,40.88391679829571,10.390303651870468,-15.0,306.2899999999999,319.35396378529174,328.1089803921569,336.285076823744,314.8144307692308,"[287.60416153851804, 347.9465, 408.288838461482]",25.353558808790304,49.83372887445534,58439191.0,-5.967382352941115
1448323200.0,324.92,331.94,320.96,323.81,803797.0,236.07496670511532,421.7069856487595,456.53445698321354,287.09874614594776,343.2483993320401,"[0.47053601134962264, 5.475851119161287, -5.005315107811664]",46.402577429412155,0.9929615152719864,155.12787067347776,44.859306062721345,10.440474060370095,-13.829999999999984,307.99459999999993,319.46780434072576,328.79603921568633,335.918955992976,318.1195538461539,"[292.3952690754367, 342.7365, 393.07773092456324]",24.326876036733854,51.97865754271299,57526590.0,-9.195882352941112
1448409600.0,323.81,323.76,315.79,319.8,927965.0,236.50692879511078,423.61300332636677,456.1472418118702,291.2262462970871,343.9730341521219,"[0.39178135341029474, 4.459037166011088, -4.067255812600793]",50.25065932841518,1.0,115.29436379645149,56.0304472388522,10.45007766558675,8.990000000000009,309.5735999999999,319.6161444182321,329.25899607843144,335.49023373181257,321.2843384615385,"[296.509444704012, 339.1075, 381.705555295988]",23.16209917696715,54.763586807103685,56722793.0,-12.913117647058812
1448496000.0,319.8,334.49,315.84,329.42,1220511.0,236.77842178353782,424.24951405257855,455.63571063399905,296.23345232465226,345.19995796164574,"[2.183952963379568, 4.004020325484784, -1.820067362105216]",58.51332124178056,0.972520287814059,119.9775011616248,55.02150592981666,10.488451965621428,22.149999999999977,311.2201999999999,319.98425013769224,330.0372862745099,335.32176773574383,324.32533846153854,"[298.4631828042931, 337.937, 377.4108171957069]",22.839806378612355,57.16517694254149,55794828.0,-13.126117647058834
1448582400.0,329.42,372.42,329.25,354.2,3054060.0,237.0298562233991,424.3851744283973,454.9648266660617,299.9901796844698,346.6258248868773,"[4.130978420879956, 4.029411944563818, 0.10156647631613769]",60.643861656046084,0.7787062790312212,140.42987092001047,56.40568641524107,10.765794985881653,25.30000000000001,313.4355999999999,320.95832288098467,331.72276862745105,336.04795072789886,327.2927692307693,"[301.6575264065802, 336.805, 371.9524735934198]",24.291963065854333,56.69818471710325,57015339.0,-10.10311764705881
1448668800.0,354.2,367.4,350.0,361.7,2415770.0,237.31888146954032,423.21043143105766,449.0850989791408,304.6795844027259,348.20379461322943,"[5.4668536796046965, 4.316900291571994, 1.1499533880327029]",59.77116870879517,1.0,89.1496550706839,56.01121557638831,10.980121623488,23.220000000000027,315.8057999999999,321.8606686158047,333.6154901960785,337.10855853169875,330.109076923077,"[303.15891323576324, 336.19100000000003, 369.2230867642368]",23.799679989721877,57.921005149610274,60069399.0,-5.441617647058877
1448755200.0,361.7,362.29,350.0,359.72,1678983.0,237.65931749034266,420.8994495582202,445.71963701366064,312.3219536418347,349.9337226890752,"[7.9391834978815154, 5.041356932833898, 2.897826565047618]",65.16434244457604,0.5878711502305867,98.49320853939341,63.40033568582376,11.146239181450454,52.85000000000002,318.1121999999999,322.552275641885,335.3376156862746,338.00758156739045,332.63143076923086,"[304.01596913248767, 336.00350000000003, 367.9910308675124]",22.97755999045603,63.033771879509025,62485169.0,-1.4126176470588803
1448841600.0,359.72,382.74,355.1,379.5,1407040.0,238.06993249072138,419.43498239040775,441.86383050571266,323.52501428333136,352.64598207282864,"[9.938487003150442, 6.0207829468972065, 3.9177040562532355]",65.64826006877307,0.5317349041654498,98.57910235202209,65.84156496319575,11.143298014613851,59.34000000000003,320.78219999999993,323.2624792304135,337.744980392157,339.9315716570503,334.81209230769235,"[300.47383227178926, 338.1025, 375.7311677282108]",23.31059141970917,62.94013033711239,60806186.0,5.996676470588113
1448928000.0,379.5,388.5,373.32,381.43,2619821.0,238.39581749108524,419.0674903762266,438.55769949932824,334.36207254673013,355.962530165912,"[10.098881405382713, 6.836402638594308, 3.262478766788405]",57.874034735464264,0.6413781612250806,92.60421048497386,57.189056707048415,11.346715398675189,35.860000000000014,323.4481999999999,324.6329600430871,340.1233254901962,341.85281373223086,336.6872615384616,"[302.96503816377185, 340.58250000000004, 378.1999618362282]",22.729834889729943,59.71345798241176,62213226.0,14.6514117647057
1449014400.0,381.43,384.75,347.03,364.1,2092391.0,238.88068739339562,418.6655317931318,434.8237005203485,343.1172853880348,359.8970876750695,"[9.800879088327235, 7.429297928540893, 2.3715811597863423]",56.16295473950616,0.8210848898977178,56.20777030751564,55.26139583757818,11.38505577297453,35.039999999999964,325.8025999999999,325.56274598000056,341.71751372549033,342.68820208249196,338.30492307692316,"[303.1404827688058, 341.66800000000006, 380.19551723119434]",23.80056096903495,59.935481127273135,64833047.0,15.82682352941157
1449100800.0,364.1,367.18,346.67,359.96,1896192.0,239.4469349465958,418.411194303697,434.7246361794751,349.44445066693544,365.0629372333543,"[9.63331487679875, 7.870101318192464, 1.7632135586062851]",56.94442471184009,0.5625926504864754,32.392658898683194,61.5618479388679,11.281530328050646,38.50999999999999,327.98659999999995,326.64357186736356,343.0570196078433,343.2759858597912,339.6831846153847,"[303.3149056536268, 342.8435, 382.3720943463732]",23.565520899818168,59.93566859085713,62740656.0,14.16726470588219
1449187200.0,359.96,372.7,355.0,362.32,1909147.0,240.05136887025873,418.66022859161194,433.86843009444823,355.95094279764385,371.09944302951897,"[9.534192723120498, 8.20291959917807, 1.3312731239424274]",57.59296867624197,0.5112148651693392,29.94228271151013,62.88220608313318,11.145033267903209,44.39999999999998,330.16659999999996,327.68281892858647,344.40342745098053,343.9228446156244,340.8410461538462,"[304.0308693267018, 344.372, 384.7131306732982]",23.146555121259727,61.426765827468216,60844464.0,14.371647058823442
